,employee_number,attrition,job_level,job_role,department,monthly_income,salary,percent_salary_hike,training_times_last_year,stock_option_level,hourly_rate,daily_rate,monthly_rate,standard_hours,overtime,business_travel,distance_from_home,remote_work,environment_satisfaction,job_involvement,job_satisfaction,performance_rating,relationship_satisfaction,work_life_balance,date_birth,age,gender,marital_status,education,education_field,num_companies_worked,total_working_years,years_at_company,years_since_last_promotion,years_with_curr_manager
1284,1285,No,1,laboratory technician,research & development,1975.0,23700.0,13,4,1,30.565,244.52,5135.0,Part Time,No,non-travel,2,Yes,3,3,2,not rated,3,3.0,1991,34,F,married,3,other,1,8.0,8,0,7
1285,1286,No,3,manager,general,8339.32,100071.84,21,3,1,129.06125,1032.49,21682.23,Part Time,,travel_rarely,29,Yes,1,3,3,4.0,2,1.0,1975,50,F,married,1,medical,3,15.0,0,0,0
1286,1287,No,2,healthcare representative,research & development,5650.83,67810.0,23,6,0,87.45375,699.63,14692.17,Full Time,,travel_rarely,2,No,1,2,4,4.0,2,3.0,1981,44,M,nan,4,other,3,,1,0,0
1287,1288,No,2,sales executive,sales,5544.17,66530.04000000001,15,6,0,85.8025,686.42,14414.83,Full Time,,non-travel,1,Yes,4,3,4,not rated,2,3.0,1987,38,F,nan,5,medical,4,,1,0,0
1288,1289,Yes,1,sales representative,sales,2375.83,28510.0,13,2,0,36.76875,294.15,6177.17,Full Time,,travel_rarely,5,No,4,3,3,not rated,2,3.0,1990,35,F,single,3,marketing,1,1.0,1,0,0
1289,1290,No,2,manufacturing director,research & development,4381.67,52580.0,14,2,0,67.81125,542.49,11392.33,Part Time,,non-travel,7,Yes,3,3,3,3.0,3,4.0,1977,48,F,married,4,medical,2,7.0,1,0,0
1290,1291,Yes,1,sales representative,sales,2342.59,28111.08,15,0,0,36.255,290.04,6090.75,Full Time,,travel_rarely,12,No,3,4,2,3.0,4,3.0,2002,23,F,single,3,life sciences,1,1.0,1,0,0
1291,1292,No,1,sales representative,sales,2063.33,24759.96,18,3,1,31.9325,255.46,5364.67,Full Time,,non-travel,2,Yes,3,3,2,3.0,1,3.0,1993,32,M,nan,1,technical degree,1,,1,0,0
1292,1293,Yes,1,research scientist,research & development,1904.17,22850.0,23,4,0,29.46875,235.75,4950.83,Part Time,Yes,travel_frequently,4,No,3,3,4,4.0,3,3.0,1993,32,M,single,3,other,9,3.0,1,0,0
1293,1294,No,2,manufacturing director,research & development,3497.5,41970.0,12,2,0,54.1275,433.02,9093.5,Part Time,,travel_rarely,10,Yes,3,3,2,3.0,4,2.0,1986,39,M,single,4,other,2,18.0,1,0,1
1294,1295,No,2,laboratory technician,research & development,2873.33,34479.96,22,3,1,44.46875,355.75,7470.67,Full Time,No,travel_rarely,2,Yes,2,2,3,4.0,2,3.0,1983,42,F,married,3,other,6,,1,0,0
1295,1296,No,2,laboratory technician,research & development,3798.33,45580.0,12,2,1,58.78375,470.27,9875.67,Part Time,,travel_rarely,17,No,3,3,1,3.0,4,,1995,30,M,nan,2,other,1,10.0,10,1,8
1296,1297,No,1,laboratory technician,research & development,1418.33,17020.0,23,3,1,21.95,175.6,3687.67,Part Time,Yes,travel_frequently,2,No,4,3,4,4.0,3,3.0,1985,40,M,married,2,other,1,,1,0,0
1297,1298,Yes,1,human resources,human resources,2136.67,25640.0,12,3,0,33.0675,264.54,5555.33,Part Time,No,non-travel,2,Yes,1,2,4,3.0,3,4.0,2004,21,M,single,2,technical degree,1,1.0,1,0,0
1298,1299,No,4,manager,general,12783.92,153407.07,12,3,1,197.84625,1582.77,33238.2,Full Time,No,travel_rarely,29,Yes,1,2,4,3.0,3,2.0,1966,59,M,divorced,3,other,3,,1,0,0
1299,1300,No,2,manufacturing director,research & development,4225.0,50700.0,13,2,3,65.3875,523.1,10985.0,Part Time,,travel_rarely,2,Yes,1,3,4,not rated,3,3.0,1976,49,F,nan,2,medical,5,20.0,5,0,4
1300,1301,No,2,laboratory technician,research & development,3150.0,37800.0,11,3,0,48.75,390.0,8190.0,Part Time,,travel_rarely,8,No,3,3,3,3.0,3,3.0,1969,56,F,single,4,life sciences,7,,1,0,0
1301,1302,Yes,3,healthcare representative,research & development,8186.67,98240.0,12,2,0,126.69875,1013.59,21285.33,Part Time,No,travel_frequently,42,Yes,4,3,3,3.0,1,3.0,1992,33,M,nan,3,other,3,12.0,1,0,0
1302,1303,Yes,1,sales representative,sales,1565.0,18780.0,14,3,0,24.22,193.76,4069.0,Part Time,Yes,travel_frequently,5,No,2,3,2,3.0,4,3.0,2005,20,M,nan,3,marketing,1,,0,0,0
1303,1304,No,3,sales executive,sales,8339.32,100071.84,15,2,1,129.06125,1032.49,21682.23,Part Time,No,non-travel,28,Yes,3,1,1,3.0,3,3.0,1983,42,M,nan,3,other,3,20.0,1,0,1
1304,1305,No,2,sales executive,sales,4492.84,53914.11,12,5,2,69.5325,556.26,11681.39,Part Time,,non-travel,29,Yes,1,3,3,3.0,1,3.0,1997,28,M,nan,2,other,5,8.0,0,0,0
1305,1306,Yes,1,laboratory technician,research & development,1950.0,23400.0,18,3,0,30.17875,241.43,5070.0,Full Time,Yes,travel_rarely,24,Yes,3,1,4,3.0,2,1.0,1997,28,M,single,3,other,1,1.0,1,0,0
1306,1307,No,2,healthcare representative,research & development,4492.84,53914.08,19,4,1,69.5325,556.26,11681.39,Full Time,No,non-travel,10,Yes,3,3,3,3.0,3,,1985,40,F,nan,3,other,3,18.0,1,0,0
1307,1308,No,1,laboratory technician,research & development,1772.5,21270.0,21,2,1,27.43125,219.45,4608.5,Part Time,No,non-travel,17,Yes,4,2,2,4.0,4,3.0,1999,26,M,married,2,other,1,1.0,1,0,0
1308,1309,Yes,1,sales representative,sales,1694.17,20330.0,18,2,1,26.21875,209.75,4404.83,Part Time,No,travel_frequently,12,Yes,2,2,1,3.0,3,4.0,1993,32,M,married,4,other,1,1.0,1,0,0
1309,1310,No,2,sales executive,sales,8001.67,96020.0,11,3,1,123.835,990.68,20804.33,Full Time,,travel_rarely,2,No,4,3,3,3.0,3,2.0,1986,39,M,married,3,marketing,4,,3,1,0
1310,1311,No,1,research scientist,research & development,2342.59,28111.13,13,0,0,36.255,290.04,6090.75,Part Time,No,travel_rarely,1,Yes,4,2,2,not rated,4,4.0,2003,22,F,nan,3,life sciences,1,1.0,1,0,0
1311,1312,No,4,research director,research & development,13855.83,166270.0,14,3,1,214.435,1715.48,36025.17,Full Time,,non-travel,14,No,2,2,4,3.0,3,,1980,45,M,divorced,4,other,4,21.0,1,0,0
1312,1313,No,1,research scientist,research & development,2342.59,28111.13,17,3,0,36.255,290.04,6090.75,Part Time,No,non-travel,27,Yes,3,3,1,3.0,4,2.0,1985,40,F,nan,1,life sciences,3,8.0,0,0,0
1313,1314,No,2,sales executive,sales,4492.84,53914.11,12,3,0,69.5325,556.26,11681.39,Part Time,,non-travel,8,No,3,3,3,3.0,4,3.0,1990,35,M,divorced,4,marketing,0,6.0,5,1,2
1314,1315,No,1,research scientist,research & development,1735.83,20830.0,20,2,1,26.86375,214.91,4513.17,Part Time,No,non-travel,3,No,3,3,3,4.0,3,,1993,32,F,nan,3,other,1,1.0,1,0,0
1315,1316,No,2,sales executive,sales,4492.84,53914.11,14,5,1,69.5325,556.26,11681.39,Part Time,No,non-travel,44,No,2,3,3,3.0,1,2.0,1994,31,F,nan,2,medical,1,,6,1,2
1316,1317,Yes,1,research scientist,research & development,84083.0,10090.0,11,5,0,13.0125,104.1,2186.17,Part Time,,non-travel,10,Yes,4,3,3,3.0,4,3.0,2003,22,M,single,1,medical,1,,1,1,1
1317,1318,No,1,laboratory technician,research & development,2342.59,28111.08,18,3,2,36.255,290.04,6090.75,Full Time,No,non-travel,20,No,2,2,3,3.0,3,3.0,1988,37,M,unknown,3,other,1,1.0,1,0,0
1318,1319,No,1,research scientist,research & development,2342.59,28111.13,17,2,0,36.255,290.04,6090.75,Part Time,No,non-travel,10,Yes,4,4,4,3.0,1,,1986,39,M,single,2,life sciences,3,,1,0,0
1319,1320,No,3,manufacturing director,research & development,6550.83,78610.0,14,4,0,101.3825,811.06,17032.17,Part Time,Yes,non-travel,1,Yes,3,3,3,not rated,4,,1985,40,F,single,3,other,4,10.0,1,0,0
1320,1321,No,1,sales representative,sales,2201.67,26420.0,11,6,0,34.07375,272.59,5724.33,Part Time,No,non-travel,10,No,3,3,3,3.0,3,,1994,31,M,single,3,other,1,1.0,1,0,0
1321,1322,No,2,healthcare representative,research & development,4492.84,53914.11,11,2,1,69.5325,556.26,11681.39,Part Time,No,non-travel,2,Yes,4,3,1,3.0,1,4.0,1988,37,F,divorced,4,other,2,16.0,1,0,0
1322,1323,No,1,research scientist,research & development,2342.59,28111.08,13,0,1,36.255,290.04,6090.75,Full Time,Yes,travel_rarely,2,Yes,4,3,3,3.0,2,1.0,1985,40,M,married,5,medical,6,,1,0,1
1323,1324,No,2,manufacturing director,research & development,4267.5,51210.0,14,3,1,66.045,528.36,11095.5,Part Time,No,travel_rarely,8,Yes,2,3,1,3.0,3,,1989,36,F,nan,5,life sciences,3,,0,0,0
1324,1325,Yes,1,laboratory technician,research & development,2342.59,28111.08,21,2,2,36.255,290.04,6090.75,Full Time,Yes,non-travel,6,No,3,4,1,4.0,3,3.0,2000,25,M,nan,3,life sciences,1,1.0,0,0,0
1325,1326,No,1,laboratory technician,research & development,2245.0,26940.0,11,4,3,34.74375,277.95,5837.0,Part Time,No,non-travel,9,No,3,2,2,3.0,3,3.0,1999,26,M,divorced,3,life sciences,1,,1,0,0
1326,1327,Yes,1,laboratory technician,research & development,2342.59,28111.13,11,1,1,36.255,290.04,6090.75,Part Time,,travel_rarely,1,Yes,2,2,1,3.0,4,3.0,1994,31,F,married,2,life sciences,1,1.0,1,0,0
1327,1328,No,2,laboratory technician,research & development,4245.0,50940.0,14,6,0,65.69625,525.57,11037.0,Part Time,No,travel_frequently,16,Yes,1,2,3,3.0,4,3.0,1983,42,M,nan,4,medical,6,10.0,1,0,0
1328,1329,No,2,manufacturing director,research & development,4492.84,53914.11,24,4,0,69.5325,556.26,11681.39,Part Time,,travel_rarely,2,Yes,3,2,4,4.0,2,2.0,1993,32,F,single,3,other,5,12.0,0,0,0
1329,1330,No,1,research scientist,research & development,1895.0,22740.0,14,3,0,29.3275,234.62,4927.0,Part Time,No,non-travel,2,Yes,2,2,3,3.0,4,3.0,1978,47,F,nan,3,other,1,1.0,1,0,0
1330,1331,No,1,research scientist,research & development,2342.59,28111.13,11,6,3,36.255,290.04,6090.75,Part Time,,non-travel,3,Yes,4,3,4,3.0,3,2.0,1996,29,M,married,3,medical,1,0.0,0,0,0
1331,1332,No,2,sales executive,sales,4492.84,53914.11,19,2,2,69.5325,556.26,11681.39,Part Time,,non-travel,16,Yes,4,2,3,not rated,4,3.0,1986,39,M,nan,4,marketing,4,9.0,1,0,0
1332,1333,No,1,laboratory technician,research & development,1928.33,23140.0,12,2,1,29.84375,238.75,5013.67,Part Time,No,non-travel,1,Yes,4,3,4,not rated,2,3.0,1991,34,M,divorced,3,life sciences,0,4.0,3,0,2
1333,1334,No,4,sales executive,sales,12783.92,153407.07,14,3,1,197.84625,1582.77,33238.2,Full Time,,travel_rarely,8,Yes,1,3,4,3.0,3,3.0,1970,55,M,married,3,marketing,5,28.0,2,2,2
1334,1335,No,3,sales executive,sales,8339.32,100071.84,13,2,0,129.06125,1032.49,21682.23,Part Time,Yes,non-travel,19,No,1,3,2,3.0,4,3.0,1986,39,M,single,2,other,1,,10,0,9
1335,1336,Yes,1,laboratory technician,research & development,2342.59,28111.13,24,2,0,36.255,290.04,6090.75,Part Time,,travel_rarely,25,Yes,1,3,4,4.0,3,1.0,1991,34,M,nan,4,other,1,1.0,1,0,1
1336,1337,Yes,1,laboratory technician,research & development,1983.33,23800.0,14,3,1,30.695,245.56,5156.67,Part Time,,travel_frequently,2,Yes,4,2,4,3.0,4,2.0,1965,60,M,divorced,1,other,9,3.0,1,0,0
1337,1338,No,2,manufacturing director,research & development,4492.84,53914.11,21,2,1,69.5325,556.26,11681.39,Part Time,No,travel_rarely,8,No,1,3,2,4.0,3,4.0,1980,45,F,divorced,3,other,4,4.0,1,0,0
1338,1339,Yes,1,research scientist,research & development,2342.59,28111.13,19,3,0,36.255,290.04,6090.75,Part Time,No,travel_rarely,18,No,4,3,4,not rated,1,2.0,2002,23,F,single,1,other,1,,1,0,0
1339,1340,No,1,laboratory technician,research & development,1673.33,20080.0,14,3,2,25.89625,207.17,4350.67,Part Time,No,non-travel,48,Yes,4,3,2,3.0,2,3.0,1989,36,M,nan,3,life sciences,1,1.0,1,1,0
1340,1341,No,3,healthcare representative,research & development,8793.33,105520.0,13,3,1,136.0875,1088.7,22862.67,Full Time,,non-travel,5,No,3,2,2,not rated,4,3.0,1965,60,F,divorced,3,other,2,24.0,6,0,4
1341,1342,No,1,research scientist,research & development,1882.5,22590.0,17,2,2,29.13375,233.07,4894.5,Part Time,,non-travel,20,No,4,3,3,3.0,1,2.0,1975,50,M,married,4,medical,4,13.0,0,0,0
1342,1343,No,1,laboratory technician,research & development,2342.59,28111.13,20,3,0,36.255,290.04,6090.75,Part Time,No,non-travel,1,Yes,3,2,2,not rated,3,3.0,1991,34,F,married,3,life sciences,6,5.0,3,0,2
1343,1344,Yes,1,sales representative,sales,2010.83,24130.0,18,2,3,31.12,248.96,5228.17,Part Time,Yes,non-travel,19,No,3,2,2,not rated,3,3.0,1998,27,M,married,2,marketing,1,,1,0,0
1344,1345,No,3,sales executive,sales,8339.32,100071.84,12,2,1,129.06125,1032.49,21682.23,Part Time,No,non-travel,10,Yes,1,2,2,3.0,2,2.0,1983,42,M,divorced,4,marketing,2,11.0,1,0,0
1345,1346,Yes,1,sales representative,sales,1767.5,21210.0,13,3,0,27.35375,218.83,4595.5,Part Time,Yes,non-travel,21,No,4,2,2,3.0,2,4.0,2004,21,M,single,3,other,1,1.0,1,0,0
1346,1347,Yes,1,laboratory technician,research & development,2342.59,28111.13,19,2,0,36.255,290.04,6090.75,Part Time,,travel_rarely,4,No,1,3,1,3.0,2,3.0,2003,22,M,single,3,technical degree,1,1.0,1,0,0
1347,1348,No,2,healthcare representative,research & development,4492.84,53914.11,14,3,0,69.5325,556.26,11681.39,Part Time,,travel_rarely,1,Yes,2,2,4,3.0,1,3.0,1990,35,F,nan,3,other,0,6.0,5,1,4
1348,1349,Yes,1,research scientist,research & development,2065.83,24790.0,24,4,0,31.97125,255.77,5371.17,Part Time,No,travel_rarely,2,No,4,3,3,4.0,1,3.0,1965,60,M,single,3,other,4,7.0,1,0,0
1349,1350,Yes,4,sales executive,sales,10995.0,131940.0,16,2,0,170.16125,1361.29,28587.0,Full Time,,non-travel,24,Yes,2,4,2,3.0,4,2.0,1983,42,F,single,3,other,4,22.0,1,0,0
1350,1351,Yes,1,research scientist,research & development,2342.59,28111.13,20,5,0,36.255,290.04,6090.75,Part Time,Yes,travel_rarely,10,Yes,4,2,1,4.0,3,3.0,1994,31,F,single,3,other,6,3.0,0,0,0
1351,1352,No,2,sales executive,sales,3469.17,41630.04,17,0,0,53.69,429.52,9019.83,Full Time,Yes,travel_rarely,18,No,4,3,4,3.0,3,3.0,1976,49,F,single,2,life sciences,1,9.0,9,0,7
1352,1353,No,1,research scientist,research & development,2342.59,28111.13,15,2,0,36.255,290.04,6090.75,Part Time,No,non-travel,5,Yes,2,3,4,3.0,4,3.0,2005,20,M,nan,2,other,1,,0,0,0
1353,1354,Yes,1,research scientist,research & development,2166.67,26000.0,15,2,0,33.53125,268.25,5633.33,Part Time,Yes,non-travel,16,No,4,2,1,3.0,1,3.0,2003,22,F,nan,3,medical,1,1.0,1,0,0
1354,1355,No,5,manager,general,15252.5,183030.0,13,3,0,236.05,1888.4,39656.5,Full Time,No,non-travel,5,Yes,4,3,3,3.0,2,4.0,1981,44,M,nan,2,other,6,21.0,1,0,0
1355,1356,No,1,laboratory technician,research & development,1983.33,23799.96,18,5,0,30.695,245.56,5156.67,Full Time,No,travel_rarely,9,Yes,1,3,4,not rated,2,3.0,1973,52,M,married,3,other,4,8.0,1,0,0
1356,1357,Yes,2,healthcare representative,research & development,3980.83,47770.0,15,2,0,61.60875,492.87,10350.17,Part Time,No,travel_rarely,11,Yes,1,1,2,3.0,1,1.0,1986,39,F,nan,2,medical,5,15.0,1,0,0
1357,1358,No,2,sales executive,sales,4492.84,53914.08,12,1,0,69.5325,556.26,11681.39,Full Time,Yes,non-travel,3,No,2,3,4,3.0,3,3.0,1985,40,M,nan,4,life sciences,8,19.0,1,0,0
1358,1359,Yes,2,laboratory technician,research & development,4492.84,53914.11,14,3,1,69.5325,556.26,11681.39,Part Time,,non-travel,15,Yes,1,3,3,3.0,2,2.0,1987,38,M,divorced,3,other,7,9.0,1,0,0
1359,1360,No,1,sales representative,sales,87667.0,10520.0,22,5,0,13.5675,108.54,2279.33,Full Time,No,travel_rarely,10,Yes,4,3,2,4.0,2,3.0,1995,30,M,married,1,medical,1,,1,0,0
1360,1361,No,3,sales executive,sales,8339.32,100071.84,13,5,1,129.06125,1032.49,21682.23,Part Time,No,non-travel,25,Yes,3,2,4,3.0,3,3.0,1980,45,M,nan,3,other,5,18.0,1,0,0
1361,1362,Yes,1,laboratory technician,research & development,2342.59,28111.13,13,6,0,36.255,290.04,6090.75,Part Time,No,travel_rarely,10,Yes,3,2,1,not rated,1,2.0,2002,23,F,single,3,other,1,1.0,1,1,0
1362,1363,Yes,1,research scientist,research & development,2050.83,24610.0,12,2,3,31.73875,253.91,5332.17,Part Time,,travel_rarely,4,No,1,3,3,not rated,3,4.0,1972,53,M,married,4,other,9,18.0,10,2,7
1363,1364,No,2,sales executive,sales,4492.84,53914.11,14,5,3,69.5325,556.26,11681.39,Part Time,Yes,non-travel,10,No,4,2,4,not rated,3,3.0,1986,39,F,divorced,4,other,2,8.0,1,0,0
1364,1365,Yes,1,laboratory technician,research & development,2163.33,25960.0,15,2,2,33.48,267.84,5624.67,Full Time,No,non-travel,1,No,1,2,2,not rated,1,3.0,1995,30,M,divorced,3,medical,1,,1,0,0
1365,1366,Yes,2,sales executive,sales,3940.0,47280.0,14,4,0,60.97625,487.81,10244.0,Part Time,Yes,non-travel,1,Yes,4,3,3,3.0,4,3.0,1973,52,M,single,4,other,3,5.0,0,0,0
1366,1367,No,1,research scientist,research & development,2342.59,28111.13,17,2,3,36.255,290.04,6090.75,Part Time,No,non-travel,3,Yes,3,2,4,3.0,4,3.0,1989,36,M,nan,4,other,3,6.0,0,0,0
1367,1368,No,3,sales executive,sales,6125.83,73510.0,16,2,0,94.805,758.44,15927.17,Part Time,No,travel_rarely,2,Yes,4,3,2,3.0,3,3.0,1985,40,M,single,2,marketing,7,,1,0,0
1368,1369,No,2,laboratory technician,research & development,4492.84,53914.11,19,3,0,69.5325,556.26,11681.39,Part Time,,non-travel,29,No,2,1,4,3.0,1,3.0,1981,44,M,nan,3,other,4,16.0,1,0,0
1369,1370,Yes,1,laboratory technician,research & development,2342.59,28111.13,12,0,0,36.255,290.04,6090.75,Part Time,No,non-travel,8,Yes,3,3,3,3.0,4,3.0,2005,20,M,single,1,other,1,,0,0,0
1370,1371,No,1,laboratory technician,research & development,3971.67,47660.0,11,4,1,61.46625,491.73,10326.33,Full Time,Yes,non-travel,12,No,2,3,4,3.0,1,,1982,43,M,nan,4,other,3,6.0,1,0,0
1371,1372,No,1,laboratory technician,research & development,1881.67,22580.0,12,2,1,29.12125,232.97,4892.33,Part Time,No,travel_rarely,1,Yes,4,2,3,3.0,2,3.0,1988,37,M,nan,4,medical,6,,8,1,7
1372,1373,No,1,sales representative,sales,2355.83,28270.0,12,3,3,36.45875,291.67,6125.17,Full Time,,non-travel,2,Yes,3,3,1,3.0,3,3.0,1991,34,F,nan,1,other,1,1.0,1,0,0
1373,1374,Yes,1,research scientist,research & development,2377.5,28530.0,11,5,1,36.795,294.36,6181.5,Full Time,Yes,non-travel,3,Yes,3,2,4,3.0,2,3.0,2001,24,M,married,4,life sciences,0,1.0,0,0,0
1374,1375,No,1,research scientist,research & development,1908.33,22900.0,13,3,0,29.53375,236.27,4961.67,Part Time,No,non-travel,26,Yes,2,1,3,not rated,4,3.0,1979,46,M,single,3,other,2,6.0,0,0,0
1375,1376,Yes,1,research scientist,research & development,1755.83,21070.0,17,2,1,27.17375,217.39,4565.17,Part Time,No,non-travel,5,Yes,1,2,1,3.0,1,1.0,1982,43,M,nan,2,life sciences,6,5.0,1,0,0
1376,1377,No,2,sales executive,sales,4492.84,53914.11,12,2,3,69.5325,556.26,11681.39,Part Time,No,travel_frequently,2,No,2,3,2,3.0,4,3.0,1983,42,M,nan,4,other,5,,0,0,0
1377,1378,Yes,1,laboratory technician,research & development,1841.67,22100.0,13,3,1,28.5025,228.02,4788.33,Part Time,,non-travel,17,Yes,4,3,2,3.0,1,1.0,1999,26,F,nan,2,life sciences,1,1.0,1,0,0
1378,1379,No,3,research director,research & development,10992.5,131910.0,17,6,0,170.1225,1360.98,28580.5,Full Time,Yes,travel_frequently,26,No,1,3,1,3.0,3,3.0,1981,44,F,married,5,medical,3,,1,0,0
1379,1380,No,5,manager,research & development,15943.72,191324.62,13,2,1,246.7475,1973.98,41453.67,Full Time,,non-travel,4,Yes,1,2,3,not rated,3,4.0,1974,51,M,married,2,medical,2,23.0,1,0,0
1380,1381,No,1,laboratory technician,research & development,2342.59,28111.08,11,4,0,36.255,290.04,6090.75,Full Time,,travel_rarely,2,Yes,4,4,2,3.0,3,2.0,1975,50,M,single,2,technical degree,5,7.0,1,0,0
1381,1382,No,2,healthcare representative,research & development,4492.84,53914.11,11,2,2,69.5325,556.26,11681.39,Part Time,,travel_rarely,7,Yes,3,3,4,3.0,2,3.0,1994,31,M,nan,3,other,1,6.0,6,1,0
1382,1383,No,5,research director,research & development,15220.83,182650.0,12,3,0,235.56,1884.48,39574.17,Full Time,No,non-travel,1,Yes,4,2,4,3.0,3,4.0,1975,50,M,single,3,life sciences,6,,1,0,0
1383,1384,No,1,research scientist,research & development,2342.59,28111.13,17,5,0,36.255,290.04,6090.75,Part Time,No,non-travel,20,Yes,3,4,3,3.0,4,2.0,1989,36,F,nan,3,technical degree,0,2.0,1,0,0
1384,1385,No,1,research scientist,research & development,2342.59,28111.13,12,2,0,36.255,290.04,6090.75,Part Time,,non-travel,25,Yes,2,4,4,3.0,4,3.0,2004,21,F,single,3,life sciences,1,1.0,1,0,1
1385,1386,No,1,research scientist,research & development,2342.59,28111.13,22,2,1,36.255,290.04,6090.75,Part Time,No,non-travel,1,No,4,3,3,4.0,4,3.0,2000,25,M,nan,2,other,1,1.0,1,0,1
1386,1387,Yes,1,sales representative,sales,93167.0,1118004.0,14,4,0,14.41875,115.35,2422.33,Full Time,Yes,travel_frequently,32,Yes,3,1,4,not rated,4,3.0,1998,27,M,single,1,other,1,1.0,1,1,0
1387,1388,No,2,research scientist,research & development,1976.67,23720.0,16,2,0,30.59125,244.73,5139.33,Part Time,Yes,non-travel,34,No,2,4,2,3.0,4,3.0,1981,44,F,married,4,medical,6,18.0,1,0,0
1388,1389,No,1,laboratory technician,research & development,2365.0,28380.0,14,6,0,36.60125,292.81,6149.0,Full Time,,travel_frequently,6,No,2,2,3,3.0,2,2.0,1972,53,F,single,2,medical,0,8.0,7,7,7
1389,1390,No,5,manager,general,15050.83,180610.0,22,4,0,232.93,1863.44,39132.17,Full Time,,travel_frequently,25,No,2,3,2,4.0,3,3.0,1978,47,F,nan,3,medical,3,22.0,0,0,0
1390,1391,No,1,sales representative,sales,2342.59,28111.13,14,4,1,36.255,290.04,6090.75,Part Time,,non-travel,11,Yes,3,4,4,not rated,2,3.0,1996,29,F,married,3,medical,8,5.0,1,0,0
1391,1392,No,1,laboratory technician,research & development,1342.5,16110.0,15,5,0,20.77625,166.21,3490.5,Part Time,,non-travel,1,No,4,3,4,3.0,3,4.0,2005,20,F,single,3,other,1,0.0,0,0,0
1392,1393,Yes,1,sales representative,sales,2342.59,28111.13,14,3,0,36.255,290.04,6090.75,Part Time,No,travel_frequently,2,Yes,3,2,4,3.0,3,4.0,1992,33,F,single,3,other,7,3.0,1,0,0
1393,1394,Yes,1,sales representative,sales,2342.59,28111.13,12,3,0,36.255,290.04,6090.75,Part Time,,travel_frequently,1,No,2,1,3,not rated,2,3.0,1992,33,F,single,4,life sciences,1,,1,0,0
1394,1395,Yes,1,research scientist,research & development,2342.59,28111.13,12,3,0,36.255,290.04,6090.75,Part Time,,travel_rarely,8,No,1,2,2,3.0,3,4.0,1992,33,F,nan,3,life sciences,1,,1,0,0
1395,1396,No,1,laboratory technician,research & development,2342.59,28111.13,14,3,0,36.255,290.04,6090.75,Part Time,,travel_rarely,11,No,2,3,1,3.0,2,4.0,1996,29,M,married,1,life sciences,0,6.0,5,1,4
1396,1397,Yes,1,laboratory technician,research & development,2342.59,28111.13,23,2,0,36.255,290.04,6090.75,Full Time,Yes,non-travel,2,Yes,1,2,1,4.0,2,4.0,1984,41,F,single,3,other,2,11.0,1,0,0
1397,1398,No,2,sales executive,sales,3973.33,47680.0,12,4,1,61.4925,491.94,10330.67,Part Time,,travel_frequently,1,No,1,3,3,not rated,3,2.0,1979,46,F,married,5,marketing,7,11.0,1,0,0
1398,1399,No,1,research scientist,research & development,1061.67,12740.0,13,2,2,16.43,131.44,2760.33,Part Time,,non-travel,25,No,2,3,3,3.0,2,2.0,1993,32,M,nan,3,other,1,1.0,1,0,0
1399,1400,No,1,sales representative,sales,2003.33,24040.0,13,3,1,31.00375,248.03,5208.67,Part Time,No,travel_rarely,26,Yes,4,3,3,not rated,1,3.0,1988,37,M,nan,1,life sciences,1,1.0,1,0,0
1400,1401,Yes,1,laboratory technician,research & development,2342.59,28111.13,11,2,0,36.255,290.04,6090.75,Part Time,,travel_frequently,9,No,2,3,1,3.0,3,2.0,1999,26,M,nan,3,other,2,,0,0,0
1401,1402,No,1,sales representative,sales,1694.17,20330.0,13,2,1,26.21875,209.75,4404.83,Part Time,,non-travel,13,Yes,4,3,2,3.0,3,,1999,26,F,married,2,other,1,1.0,1,0,0
1402,1403,Yes,1,laboratory technician,research & development,2134.17,25610.0,11,2,0,33.02875,264.23,5548.83,Part Time,No,non-travel,2,Yes,3,2,1,not rated,3,2.0,1995,30,M,single,2,medical,7,8.0,0,0,0
1403,1404,No,1,research scientist,research & development,1302.5,15630.0,14,2,1,20.1575,161.26,3386.5,Part Time,,travel_rarely,1,No,1,2,3,3.0,4,1.0,1995,30,M,nan,3,life sciences,1,1.0,1,0,0
1404,1405,No,2,healthcare representative,research & development,5323.33,63879.96,17,6,0,82.385,659.08,13840.67,Full Time,,non-travel,8,Yes,4,3,3,3.0,1,3.0,1990,35,M,nan,5,other,2,14.0,0,0,0
1405,1406,No,3,manufacturing director,research & development,6980.0,83760.0,18,3,0,108.02375,864.19,18148.0,Part Time,,travel_rarely,6,No,2,3,2,not rated,4,3.0,1984,41,F,single,3,other,4,9.0,2,2,2
1406,1407,No,1,laboratory technician,research & development,4034.17,48410.0,14,3,1,62.43375,499.47,10488.83,Full Time,,non-travel,2,Yes,3,2,2,not rated,2,,1981,44,M,married,3,medical,4,,1,0,0
1407,1408,No,1,research scientist,research & development,2342.59,28111.13,18,2,2,36.255,290.04,6090.75,Part Time,No,travel_rarely,9,No,3,4,3,3.0,1,2.0,1994,31,M,married,3,other,6,,1,0,0
1408,1409,No,1,laboratory technician,research & development,2342.59,28111.13,19,3,0,36.255,290.04,6090.75,Part Time,No,travel_rarely,1,No,4,2,1,3.0,2,3.0,1988,37,M,nan,3,other,1,,3,1,2
1409,1410,Yes,1,laboratory technician,research & development,1728.33,20739.96,12,2,1,26.7475,213.98,4493.67,Full Time,,travel_rarely,14,Yes,1,3,1,3.0,4,3.0,1988,37,F,nan,3,other,1,1.0,1,0,0
