,age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,roledepartament,remotework
1306,40,No,,556.26,no data,10,3,no data,1307,3,F,,3,2, healthcare representative ,3,,4492.84,11681.39,3,No,19,3.0,3,,1,18.0,4,,1,0,0,1985,,no data,Yes
1307,26,No,,219.45,no data,17,2,other,1308,4,M,,2,1, laboratory technician ,2,Married,1772.5,4608.5,1,No,21,4.0,4,Part Time,1,1.0,2,3.0,1,0,0,1999,21270.0,no data,Yes
1308,32,Yes,travel_frequently,209.75,no data,12,4,no data,1309,2,M,,2,1, sales representative ,1,Married,1694.17,4404.83,1,No,18,3.0,3,Part Time,1,1.0,2,4.0,1,0,0,1993,20330.0,no data,Yes
1309,39,No,travel_rarely,990.68,no data,2,3,marketing,1310,4,M,,3,2, sales executive ,3,Married,8001.67,20804.33,4,,11,3.0,3,Full Time,1,,3,2.0,3,1,0,1986,96020.0,no data,No
1310,22,No,travel_rarely,290.04, research & development ,1,3,life sciences,1311,4,F,,2,1, research scientist ,2,,2342.59,6090.75,1,No,13,,4,Part Time,0,1.0,0,4.0,1,0,0,2003,28111.13, research scientist  -  research & development ,Yes
1311,45,No,,1715.48,no data,-14,4,other,1312,2,M,,2,4, research director ,4,Divorced,13855.83,36025.17,4,,14,3.0,3,Full Time,1,21.0,3,,1,0,0,1980,166270.0,no data,No
1312,40,No,,290.04,no data,-27,1,life sciences,1313,3,F,36.25,3,1, research scientist ,1,,2342.59,6090.75,3,No,17,3.0,4,Part Time,0,8.0,3,2.0,0,0,0,1985,28111.13,no data,Yes
1313,35,No,,556.26, sales ,8,4,marketing,1314,3,M,69.53,3,2, sales executive ,3,Divorced,4492.84,11681.39,0,,12,3.0,4,Part Time,0,6.0,3,3.0,5,1,2,1990,53914.11, sales executive  -  sales ,No
1314,32,No,,214.91,no data,3,3,no data,1315,3,F,26.86,3,1, research scientist ,3,,1735.83,4513.17,1,No,20,4.0,3,Part Time,1,1.0,2,,1,0,0,1993,20830.0,no data,No
1315,31,No,,556.26, sales ,-44,2,medical,1316,2,F,,3,2, sales executive ,3,,4492.84,11681.39,1,No,14,3.0,1,Part Time,1,,5,2.0,6,1,2,1994,53914.11, sales executive  -  sales ,No
1316,22,Yes,,104.1,no data,10,1,medical,1317,4,M,13.01,3,1, research scientist ,3,Single,84083.0,2186.17,1,,11,3.0,4,Part Time,0,,5,3.0,1,1,1,2003,10090.0,no data,Yes
1317,37,No,non-travel,290.04,no data,-20,3,no data,1318,2,M,,2,1, laboratory technician ,3,Marreid,2342.59,6090.75,1,No,18,3.0,3,,2,1.0,3,3.0,1,0,0,1988,,no data,No
1318,39,No,,290.04,no data,10,2,life sciences,1319,4,M,,4,1, research scientist ,4,Single,,6090.75,3,No,17,3.0,1,Part Time,0,,2,,1,0,0,1986,28111.13,no data,Yes
1319,40,No,,811.06,no data,1,3,no data,1320,3,F,101.38,3,3, manufacturing director ,3,Single,6550.83,17032.17,4,Yes,14,,4,Part Time,0,10.0,4,,1,0,0,1985,78610.0,no data,Yes
1320,31,No,,272.59,no data,10,3,no data,1321,3,M,,3,1, sales representative ,3,Single,2201.67,5724.33,1,No,11,3.0,3,Part Time,0,1.0,6,,1,0,0,1994,26420.0,no data,No
1321,37,No,,556.26,no data,2,4,no data,1322,4,F,,3,2, healthcare representative ,1,Divorced,4492.84,11681.39,2,No,11,3.0,1,Part Time,1,16.0,2,4.0,1,0,0,1988,53914.11,no data,Yes
1322,40,No,travel_rarely,290.04,no data,2,5,medical,1323,4,M,,3,1, research scientist ,3,Married,2342.59,6090.75,6,Yes,13,3.0,2,,1,,0,1.0,1,0,1,1985,,no data,Yes
1323,36,No,travel_rarely,528.36,no data,8,5,life sciences,1324,2,F,,3,2, manufacturing director ,1,,4267.5,11095.5,3,No,14,3.0,3,Part Time,1,,3,,0,0,0,1989,51210.0,no data,Yes
1324,25,Yes,,290.04,no data,6,3,life sciences,1325,3,M,,4,1, laboratory technician ,1,,2342.59,6090.75,1,Yes,21,4.0,3,,2,1.0,2,3.0,0,0,0,2000,,no data,No
1325,26,No,,277.95,no data,9,3,life sciences,1326,3,M,,2,1, laboratory technician ,2,Divorced,2245.0,5837.0,1,No,11,3.0,3,Part Time,3,,4,3.0,1,0,0,1999,26940.0,no data,No
1326,31,Yes,travel_rarely,290.04,no data,1,2,life sciences,1327,2,F,,2,1, laboratory technician ,1,Married,2342.59,6090.75,1,,11,3.0,4,Part Time,1,1.0,1,3.0,1,0,0,1994,28111.13,no data,Yes
1327,42,No,travel_frequently,525.57,no data,16,4,medical,1328,1,M,,2,2, laboratory technician ,3,,4245.0,11037.0,6,No,14,3.0,4,Part Time,0,10.0,6,3.0,1,0,0,1983,50940.0,no data,Yes
1328,32,No,travel_rarely,556.26, research & development ,2,3,no data,1329,3,F,,2,2, manufacturing director ,4,Single,4492.84,11681.39,5,,24,4.0,2,Part Time,0,12.0,4,2.0,0,0,0,1993,53914.11, manufacturing director  -  research & development ,Yes
1329,47,No,,234.62,no data,2,3,no data,1330,2,F,29.33,2,1, research scientist ,3,,,4927.0,1,No,14,3.0,4,Part Time,0,1.0,3,3.0,1,0,0,1978,22740.0,no data,Yes
1330,29,No,,290.04,no data,3,3,medical,1331,4,M,36.25,3,1, research scientist ,4,Married,2342.59,6090.75,1,,11,3.0,3,Part Time,3,0.0,6,2.0,0,0,0,1996,28111.13,no data,Yes
1331,39,No,,556.26,no data,16,4,marketing,1332,4,M,,2,2, sales executive ,3,,,11681.39,4,,19,,4,Part Time,2,9.0,2,3.0,1,0,0,1986,53914.11,no data,Yes
1332,34,No,,238.75,no data,1,3,life sciences,1333,4,M,,3,1, laboratory technician ,4,Divorced,1928.33,5013.67,0,No,12,,2,Part Time,1,4.0,2,3.0,3,0,2,1991,23140.0,no data,Yes
1333,55,No,travel_rarely,1582.77,no data,8,3,marketing,1334,1,M,,3,4, sales executive ,4,Married,,33238.2,5,,14,3.0,3,Full Time,1,28.0,3,3.0,2,2,2,1970,153407.07,no data,Yes
1334,39,No,,1032.49,no data,-19,2,no data,1335,1,M,,3,3, sales executive ,2,Single,,21682.23,1,Yes,13,3.0,4,Part Time,0,,2,3.0,10,0,9,1986,100071.84,no data,No
1335,34,Yes,travel_rarely,290.04,no data,25,4,no data,1336,1,M,,3,1, laboratory technician ,4,,2342.59,6090.75,1,,24,4.0,3,Part Time,0,1.0,2,1.0,1,0,1,1991,28111.13,no data,Yes
1336,60,Yes,travel_frequently,245.56,no data,2,1,no data,1337,4,M,,2,1, laboratory technician ,4,divorced,,5156.67,9,,14,3.0,4,Part Time,1,3.0,3,2.0,1,0,0,1965,23800.0,no data,Yes
1337,45,No,travel_rarely,556.26,no data,8,3,no data,1338,1,F,,3,2, manufacturing director ,2,Divorced,4492.84,11681.39,4,No,21,4.0,3,Part Time,1,4.0,2,4.0,1,0,0,1980,53914.11,no data,No
1338,23,Yes,travel_rarely,290.04, research & development ,18,1,other,1339,4,F,,3,1, research scientist ,4,Single,2342.59,6090.75,1,No,19,,1,Part Time,0,,3,2.0,1,0,0,2002,28111.13, research scientist  -  research & development ,No
1339,36,No,,207.17,no data,-48,3,life sciences,1340,4,M,,3,1, laboratory technician ,2,,1673.33,4350.67,1,No,14,3.0,2,Part Time,2,1.0,3,3.0,1,1,0,1989,20080.0,no data,Yes
1340,60,No,,1088.7,no data,5,3,no data,1341,3,F,,2,3, healthcare representative ,2,Divorced,8793.33,22862.67,2,,13,,4,Full Time,1,24.0,3,3.0,6,0,4,1965,105520.0,no data,No
1341,50,No,,233.07,no data,20,4,medical,1342,4,M,,3,1, research scientist ,3,Married,1882.5,4894.5,4,,17,3.0,1,Part Time,2,13.0,2,2.0,0,0,0,1975,22590.0,no data,No
1342,34,No,non-travel,290.04,no data,1,3,life sciences,1343,3,F,,2,1, laboratory technician ,2,Married,2342.59,6090.75,6,No,20,,3,Part Time,0,5.0,3,3.0,3,0,2,1991,28111.13,no data,Yes
1343,27,Yes,,248.96,no data,19,2,marketing,1344,3,M,,2,1, sales representative ,2,Married,,5228.17,1,Yes,18,,3,Part Time,3,,2,3.0,1,0,0,1998,24130.0,no data,No
1344,42,No,,1032.49, sales ,10,4,marketing,1345,1,M,129.06,2,3, sales executive ,2,Divorced,8339.32,21682.23,2,No,12,3.0,2,Part Time,1,11.0,2,2.0,1,0,0,1983,100071.84, sales executive  -  sales ,Yes
1345,21,Yes,,218.83,no data,21,3,other,1346,4,M,27.35,2,1, sales representative ,2,Single,,4595.5,1,Yes,13,3.0,2,Part Time,0,1.0,3,4.0,1,0,0,2004,21210.0,no data,No
1346,22,Yes,travel_rarely,290.04, research & development ,4,3,technical degree,1347,1,M,,3,1, laboratory technician ,1,Single,2342.59,6090.75,1,,19,3.0,2,Part Time,0,1.0,2,3.0,1,0,0,2003,28111.13, laboratory technician  -  research & development ,No
1347,35,No,travel_rarely,556.26,no data,1,3,no data,1348,2,F,,2,2, healthcare representative ,4,,4492.84,11681.39,0,,14,3.0,1,Part Time,0,6.0,3,3.0,5,1,4,1990,53914.11,no data,Yes
1348,60,Yes,travel_rarely,255.77,no data,2,3,no data,1349,4,M,,3,1, research scientist ,3,Single,,5371.17,4,No,24,4.0,1,Part Time,0,7.0,4,3.0,1,0,0,1965,24790.0,no data,No
1349,42,Yes,non-travel,1361.29,no data,24,3,no data,1350,2,F,,4,4, sales executive ,2,Single,,28587.0,4,,16,3.0,4,Full Time,0,22.0,2,2.0,1,0,0,1983,131940.0,no data,Yes
1350,31,Yes,travel_rarely,290.04,no data,10,3,no data,1351,4,F,36.25,2,1, research scientist ,1,Single,2342.59,6090.75,6,Yes,20,4.0,3,Part Time,0,3.0,5,3.0,0,0,0,1994,28111.13,no data,Yes
1351,49,No,travel_rarely,429.52,no data,-18,2,life sciences,1352,4,F,,3,2, sales executive ,4,Single,3469.17,9019.83,1,Yes,17,3.0,3,,0,9.0,0,3.0,9,0,7,1976,,no data,No
1352,20,No,,290.04,no data,5,2,no data,1353,2,M,36.25,3,1, research scientist ,4,,2342.59,6090.75,1,No,15,3.0,4,Part Time,0,,2,3.0,0,0,0,2005,28111.13,no data,Yes
1353,22,Yes,,268.25,no data,-16,3,medical,1354,4,F,33.53,2,1, research scientist ,1,,,5633.33,1,Yes,15,3.0,1,Part Time,0,1.0,2,3.0,1,0,0,2003,26000.0,no data,No
1354,44,No,,1888.4,no data,5,2,no data,1355,4,M,,3,5, manager ,3,,15252.5,39656.5,6,No,13,3.0,2,Full Time,0,21.0,3,4.0,1,0,0,1981,183030.0,no data,Yes
1355,52,No,travel_rarely,245.56, research & development ,9,3,no data,1356,1,M,,3,1, laboratory technician ,4,Married,1983.33,5156.67,4,No,18,,2,,0,8.0,5,3.0,1,0,0,1973,, laboratory technician  -  research & development ,Yes
1356,39,Yes,travel_rarely,492.87,no data,11,2,medical,1357,1,F,61.61,1,2, healthcare representative ,2,,3980.83,10350.17,5,No,15,3.0,1,Part Time,0,15.0,2,1.0,1,0,0,1986,47770.0,no data,Yes
1357,40,No,,556.26,no data,3,4,life sciences,1358,2,M,,3,2, sales executive ,4,,4492.84,11681.39,8,Yes,12,3.0,3,,0,19.0,1,3.0,1,0,0,1985,,no data,No
1358,38,Yes,,556.26,no data,15,3,no data,1359,1,M,,3,2, laboratory technician ,3,Divorced,,11681.39,7,,14,3.0,2,Part Time,1,9.0,3,2.0,1,0,0,1987,53914.11,no data,Yes
1359,30,No,travel_rarely,108.54, sales ,10,1,medical,1360,4,M,,3,1, sales representative ,2,Married,87667.0,2279.33,1,No,22,4.0,2,,0,,5,3.0,1,0,0,1995,10520.0, sales representative  -  sales ,Yes
1360,45,No,,1032.49,no data,25,3,no data,1361,3,M,,2,3, sales executive ,4,,,21682.23,5,No,13,3.0,3,Part Time,1,18.0,5,3.0,1,0,0,1980,100071.84,no data,Yes
1361,23,Yes,travel_rarely,290.04, research & development ,10,3,no data,1362,3,F,,2,1, laboratory technician ,1,Single,2342.59,6090.75,1,No,13,,1,Part Time,0,1.0,6,2.0,1,1,0,2002,28111.13, laboratory technician  -  research & development ,Yes
1362,53,Yes,travel_rarely,253.91,no data,4,4,no data,1363,1,M,,3,1, research scientist ,3,Married,,5332.17,9,,12,,3,Part Time,3,18.0,2,4.0,10,2,7,1972,24610.0,no data,No
1363,39,No,,556.26, sales ,10,4,no data,1364,4,F,,2,2, sales executive ,4,Divorced,,11681.39,2,Yes,14,,3,Part Time,3,8.0,5,3.0,1,0,0,1986,53914.11, sales executive  -  sales ,No
1364,30,Yes,,267.84, research & development ,1,3,medical,1365,1,M,,2,1, laboratory technician ,2,Divorced,,5624.67,1,No,15,,1,,2,,2,3.0,1,0,0,1995,25960.0, laboratory technician  -  research & development ,No
1365,52,Yes,,487.81,no data,1,4,no data,1366,4,M,,3,2, sales executive ,3,Single,,10244.0,3,Yes,14,3.0,4,Part Time,0,5.0,4,3.0,0,0,0,1973,47280.0,no data,Yes
1366,36,No,,290.04,no data,3,4,no data,1367,3,M,,2,1, research scientist ,4,,2342.59,6090.75,3,No,17,3.0,4,Part Time,3,6.0,2,3.0,0,0,0,1989,28111.13,no data,Yes
1367,40,No,travel_rarely,758.44,no data,2,2,marketing,1368,4,M,,3,3, sales executive ,2,Single,6125.83,15927.17,7,No,16,3.0,3,Part Time,0,,2,3.0,1,0,0,1985,73510.0,no data,Yes
1368,44,No,,556.26,no data,29,3,no data,1369,2,M,,1,2, laboratory technician ,4,,4492.84,11681.39,4,,19,3.0,1,Part Time,0,16.0,3,3.0,1,0,0,1981,53914.11,no data,No
1369,20,Yes,,290.04,no data,8,1,no data,1370,3,M,,3,1, laboratory technician ,3,Single,2342.59,6090.75,1,No,12,3.0,4,Part Time,0,,0,3.0,0,0,0,2005,28111.13,no data,Yes
1370,43,No,,491.73,no data,12,4,no data,1371,2,M,,3,1, laboratory technician ,4,,3971.67,10326.33,3,Yes,11,3.0,1,Full Time,1,6.0,4,,1,0,0,1982,47660.0,no data,No
1371,37,No,travel_rarely,232.97, research & development ,1,4,medical,1372,4,M,,2,1, laboratory technician ,3,,1881.67,4892.33,6,No,12,3.0,2,Part Time,1,,2,3.0,8,1,7,1988,22580.0, laboratory technician  -  research & development ,Yes
1372,34,No,,291.67, sales ,2,1,no data,1373,3,F,,3,1, sales representative ,1,,,6125.17,1,,12,3.0,3,Full Time,3,1.0,3,3.0,1,0,0,1991,28270.0, sales representative  -  sales ,Yes
1373,24,Yes,,294.36,no data,3,4,life sciences,1374,3,M,36.79,2,1, research scientist ,4,Married,2377.5,6181.5,0,Yes,11,3.0,2,Full Time,1,1.0,5,3.0,0,0,0,2001,28530.0,no data,Yes
1374,46,No,non-travel,236.27,no data,-26,3,no data,1375,2,M,,1,1, research scientist ,3,Single,,4961.67,2,No,13,,4,Part Time,0,6.0,3,3.0,0,0,0,1979,22900.0,no data,Yes
1375,43,Yes,non-travel,217.39,no data,5,2,life sciences,1376,1,M,,2,1, research scientist ,1,,1755.83,4565.17,6,No,17,3.0,1,Part Time,1,5.0,2,1.0,1,0,0,1982,21070.0,no data,Yes
1376,42,No,travel_frequently,556.26,no data,2,4,no data,1377,2,M,,3,2, sales executive ,2,,,11681.39,5,No,12,3.0,4,Part Time,3,,2,3.0,0,0,0,1983,53914.11,no data,No
1377,26,Yes,,228.02,no data,17,2,life sciences,1378,4,F,,3,1, laboratory technician ,2,,1841.67,4788.33,1,,13,3.0,1,Part Time,1,1.0,3,1.0,1,0,0,1999,22100.0,no data,Yes
1378,44,No,travel_frequently,1360.98,no data,26,5,medical,1379,1,F,,3,3, research director ,1,Married,10992.5,28580.5,3,Yes,17,3.0,3,,0,,6,3.0,1,0,0,1981,131910.0,no data,No
1379,51,No,,1973.98, research & development ,4,2,medical,1380,1,M,,2,5, manager ,3,Married,,41453.67,2,,13,,3,Full Time,1,23.0,2,4.0,1,0,0,1974,191324.62, manager  -  research & development ,Yes
1380,50,No,travel_rarely,290.04,no data,2,2,technical degree,1381,4,M,,4,1, laboratory technician ,2,Single,2342.59,6090.75,5,,11,3.0,3,,0,7.0,4,2.0,1,0,0,1975,,no data,Yes
1381,31,No,travel_rarely,556.26, research & development ,7,3,no data,1382,3,M,,3,2, healthcare representative ,4,,4492.84,11681.39,1,,11,3.0,2,Part Time,2,6.0,2,3.0,6,1,0,1994,53914.11, healthcare representative  -  research & development ,Yes
1382,50,No,,1884.48, research & development ,1,3,life sciences,1383,4,M,,2,5, research director ,4,Single,15220.83,39574.17,6,No,12,3.0,3,,0,,3,4.0,1,0,0,1975,182650.0, research director  -  research & development ,Yes
1383,36,No,,290.04,no data,20,3,technical degree,1384,3,F,36.25,4,1, research scientist ,3,,2342.59,6090.75,0,No,17,3.0,4,Part Time,0,2.0,5,2.0,1,0,0,1989,28111.13,no data,Yes
1384,21,No,,290.04,no data,25,3,life sciences,1385,2,F,36.25,4,1, research scientist ,4,Single,2342.59,6090.75,1,,12,3.0,4,Part Time,0,1.0,2,3.0,1,0,1,2004,28111.13,no data,Yes
1385,25,No,,290.04,no data,1,2,no data,1386,4,M,36.25,3,1, research scientist ,3,,2342.59,6090.75,1,No,22,4.0,4,Part Time,1,1.0,2,3.0,1,0,1,2000,28111.13,no data,No
1386,27,Yes,travel_frequently,115.35,no data,-32,1,no data,1387,3,M,,1,1, sales representative ,4,Single,93167.0,2422.33,1,Yes,14,,4,,0,1.0,4,3.0,1,1,0,1998,,no data,Yes
1387,44,No,,244.73,no data,-34,4,medical,1388,2,F,,4,2, research scientist ,2,Married,,5139.33,6,Yes,16,3.0,4,Part Time,0,18.0,2,3.0,1,0,0,1981,23720.0,no data,No
1388,53,No,travel_frequently,292.81,no data,6,2,medical,1389,2,F,36.6,2,1, laboratory technician ,3,Single,2365.0,6149.0,0,,14,3.0,2,Full Time,0,8.0,6,2.0,7,7,7,1972,28380.0,no data,No
1389,47,No,travel_frequently,1863.44,no data,25,3,medical,1390,2,F,,3,5, manager ,2,,15050.83,39132.17,3,,22,4.0,3,Full Time,0,22.0,4,3.0,0,0,0,1978,180610.0,no data,No
1390,29,No,,290.04,no data,11,3,medical,1391,3,F,,4,1, sales representative ,4,Married,2342.59,6090.75,8,,14,,2,Part Time,1,5.0,4,3.0,1,0,0,1996,28111.13,no data,Yes
1391,20,No,non-travel,166.21,no data,1,3,no data,1392,4,F,,3,1, laboratory technician ,4,Single,1342.5,3490.5,1,,15,3.0,3,Part Time,0,0.0,5,4.0,0,0,0,2005,16110.0,no data,No
1392,33,Yes,travel_frequently,290.04,no data,2,3,no data,1393,3,F,,2,1, sales representative ,4,Single,2342.59,6090.75,7,No,14,3.0,3,Part Time,0,3.0,3,4.0,1,0,0,1992,28111.13,no data,Yes
1393,33,Yes,travel_frequently,290.04,no data,1,4,life sciences,1394,2,F,,1,1, sales representative ,3,Single,2342.59,6090.75,1,,12,,2,Part Time,0,,3,3.0,1,0,0,1992,28111.13,no data,No
1394,33,Yes,travel_rarely,290.04,no data,8,3,life sciences,1395,1,F,,2,1, research scientist ,2,,2342.59,6090.75,1,,12,3.0,3,Part Time,0,,3,4.0,1,0,0,1992,28111.13,no data,No
1395,29,No,travel_rarely,290.04,no data,11,1,life sciences,1396,2,M,36.25,3,1, laboratory technician ,1,Married,2342.59,6090.75,0,,14,3.0,2,Part Time,0,6.0,3,4.0,5,1,4,1996,28111.13,no data,No
1396,41,Yes,,290.04,no data,2,3,no data,1397,1,F,,2,1, laboratory technician ,1,Single,,6090.75,2,Yes,23,4.0,2,,0,11.0,2,4.0,1,0,0,1984,28111.13,no data,Yes
1397,46,No,travel_frequently,491.94,no data,1,5,marketing,1398,1,F,,3,2, sales executive ,3,Married,3973.33,10330.67,7,,12,,3,Part Time,1,11.0,4,2.0,1,0,0,1979,47680.0,no data,No
1398,32,No,,131.44, research & development ,-25,3,no data,1399,2,M,,3,1, research scientist ,3,,,2760.33,1,,13,3.0,2,Part Time,2,1.0,2,2.0,1,0,0,1993,12740.0, research scientist  -  research & development ,No
1399,37,No,travel_rarely,248.03,no data,-26,1,life sciences,1400,4,M,,3,1, sales representative ,3,,2003.33,5208.67,1,No,13,,1,Part Time,1,1.0,3,3.0,1,0,0,1988,24040.0,no data,Yes
1400,26,Yes,travel_frequently,290.04,no data,9,3,no data,1401,2,M,36.25,3,1, laboratory technician ,1,,2342.59,6090.75,2,,11,3.0,3,Part Time,0,,2,2.0,0,0,0,1999,28111.13,no data,No
1401,26,No,,209.75,no data,13,2,no data,1402,4,F,,3,1, sales representative ,2,Married,,4404.83,1,,13,3.0,3,Part Time,1,1.0,2,,1,0,0,1999,20330.0,no data,Yes
1402,30,Yes,,264.23,no data,2,2,medical,1403,3,M,,2,1, laboratory technician ,1,Single,,5548.83,7,No,11,,3,Part Time,0,8.0,2,2.0,0,0,0,1995,25610.0,no data,Yes
1403,30,No,travel_rarely,161.26,no data,1,3,life sciences,1404,1,M,,2,1, research scientist ,3,,,3386.5,1,,14,3.0,4,Part Time,1,1.0,2,1.0,1,0,0,1995,15630.0,no data,No
1404,35,No,,659.08,no data,8,5,no data,1405,4,M,,3,2, healthcare representative ,3,,5323.33,13840.67,2,,17,3.0,1,,0,14.0,6,3.0,0,0,0,1990,,no data,Yes
1405,41,No,travel_rarely,864.19,no data,6,3,no data,1406,2,F,108.02,3,3, manufacturing director ,2,Single,,18148.0,4,,18,,4,Part Time,0,9.0,3,3.0,2,2,2,1984,83760.0,no data,No
1406,44,No,,499.47,no data,2,3,medical,1407,3,M,,2,1, laboratory technician ,2,Married,4034.17,10488.83,4,,14,,2,Full Time,1,,3,,1,0,0,1981,48410.0,no data,Yes
1407,31,No,travel_rarely,290.04,no data,9,3,no data,1408,3,M,36.25,4,1, research scientist ,3,Married,2342.59,6090.75,6,No,18,3.0,1,Part Time,2,,2,2.0,1,0,0,1994,28111.13,no data,No
1408,37,No,travel_rarely,290.04,no data,1,3,no data,1409,4,M,,2,1, laboratory technician ,1,,,6090.75,1,No,19,3.0,2,Part Time,0,,3,3.0,3,1,2,1988,28111.13,no data,No
1409,37,Yes,travel_rarely,213.98,no data,-14,3,no data,1410,1,F,,3,1, laboratory technician ,1,,1728.33,4493.67,1,,12,3.0,4,,1,1.0,2,3.0,1,0,0,1988,,no data,Yes
1410,36,No,,306.63,no data,-13,4,medical,1411,1,M,,3,1, research scientist ,4,Single,2476.67,6439.33,1,,13,3.0,3,Full Time,0,,4,,1,0,0,1989,29720.0,no data,No
1411,28,No,travel_rarely,290.04,no data,3,3,no data,1412,1,F,,3,1, research scientist ,4,,,6090.75,1,,21,4.0,1,Part Time,0,1.0,5,3.0,1,0,0,1997,28111.13,no data,Yes
1412,38,No,travel_rarely,703.13,no data,1,4,life sciences,1413,2,F,,3,2, sales executive ,3,Single,5679.17,14765.83,6,No,13,3.0,1,Full Time,0,,5,3.0,1,0,0,1987,68150.0,no data,Yes
1413,52,No,,1973.98,no data,-24,3,marketing,1414,2,M,,3,5, manager ,3,Marreid,15943.72,41453.67,4,Yes,16,,3,Full Time,1,,2,3.0,1,0,0,1973,191324.62,no data,No
1414,44,No,travel_rarely,1973.98,no data,9,2,no data,1415,4,M,,2,5, manager ,4,,,41453.67,8,No,22,4.0,4,Full Time,0,24.0,2,3.0,1,0,1,1981,191324.62,no data,No
1415,37,No,,277.54,no data,7,2,life sciences,1416,3,M,,2,1, laboratory technician ,4,,2241.67,5828.33,1,No,18,3.0,4,,1,,5,2.0,1,0,1,1988,,no data,No
1416,48,No,travel_rarely,1812.47,no data,1,4,life sciences,1417,4,M,226.56,4,4, manager ,1,,,38061.83,1,,15,3.0,2,Full Time,0,27.0,5,1.0,26,0,12,1977,175670.0,no data,No
1417,20,Yes,travel_frequently,161.88, sales ,3,2,medical,1418,2,F,,3,1, sales representative ,4,Single,,3399.5,1,Yes,12,3.0,3,Part Time,0,0.0,2,4.0,0,0,0,2005,15690.0, sales representative  -  sales ,Yes
1418,31,No,,431.99,no data,5,3,no data,1419,1,M,,2,2, sales executive ,2,Divorced,3489.17,9071.83,1,Yes,13,,2,Part Time,1,10.0,3,2.0,10,0,9,1994,41870.0,no data,Yes
1419,33,No,,556.26,no data,5,4,life sciences,1420,1,F,,3,2, sales executive ,4,,4492.84,11681.39,1,No,11,3.0,1,Part Time,2,10.0,2,,10,0,2,1992,53914.11,no data,Yes
1420,43,No,travel_rarely,1032.49,no data,23,2,no data,1421,4,M,129.06,3,3, sales executive ,3,Single,8339.32,21682.23,3,,16,3.0,4,Part Time,0,21.0,2,3.0,2,0,2,1982,100071.84,no data,Yes
1421,40,No,travel_rarely,341.1,no data,4,2,no data,1422,4,F,,3,1, laboratory technician ,3,,,7163.0,7,,19,3.0,4,Full Time,1,7.0,5,,0,0,0,1985,33060.0,no data,Yes
1422,34,Yes,travel_rarely,143.72,no data,2,4,life sciences,1423,4,M,,3,1, laboratory technician ,2,Single,,3018.17,1,No,12,3.0,1,Part Time,0,1.0,2,3.0,1,0,0,1991,13930.0,no data,Yes
1423,62,No,,1122.85,no data,1,4,no data,1424,3,M,,1,3, healthcare representative ,4,Divorced,9069.17,23579.83,3,No,20,4.0,3,Full Time,1,19.0,2,4.0,1,0,0,1963,108830.0,no data,No
1424,26,Yes,,290.04,no data,22,1,no data,1425,4,M,,1,1, human resources ,3,Married,2342.59,6090.75,1,No,11,,3,,1,1.0,2,3.0,1,0,0,1999,,no data,Yes
1425,42,No,travel_rarely,556.26,no data,8,2,life sciences,1426,2,F,,3,2, manufacturing director ,1,,,11681.39,2,Yes,16,3.0,2,,1,18.0,3,3.0,1,0,0,1983,53914.11,no data,Yes
1426,32,No,travel_rarely,295.29,no data,-21,1,no data,1427,2,M,,3,1, research scientist ,4,Married,2385.0,6201.0,1,No,12,3.0,2,,1,10.0,2,2.0,10,0,8,1993,,no data,Yes
1427,49,No,non-travel,556.26,no data,2,4,marketing,1428,3,M,,3,2, sales executive ,2,,4492.84,11681.39,7,No,11,3.0,4,Part Time,1,4.0,3,1.0,1,0,0,1976,53914.11,no data,Yes
1428,34,Yes,travel_rarely,694.88, sales ,1,2,no data,1429,1,M,,1,2, sales executive ,2,Single,5612.5,14592.5,6,,15,3.0,2,Full Time,0,10.0,2,3.0,0,0,0,1991,67350.0, sales executive  -  sales ,No
1429,47,No,travel_rarely,1006.57,no data,-41,3,life sciences,1430,4,F,,1,3, human resources ,3,Marreid,,21138.0,4,,21,4.0,3,,2,9.0,2,4.0,5,0,3,1978,97560.0,no data,Yes
1430,36,No,,290.04,no data,2,4,no data,1431,4,M,,4,1, research scientist ,4,Married,2342.59,6090.75,0,Yes,14,3.0,1,Part Time,3,6.0,3,3.0,5,1,2,1989,28111.13,no data,No
1431,35,Yes,,1032.49,no data,16,3,no data,1432,1,F,,3,3, sales executive ,1,,8339.32,21682.23,2,Yes,20,4.0,3,Part Time,0,,2,2.0,0,0,0,1990,100071.84,no data,Yes
1432,33,Yes,travel_rarely,1032.49,no data,16,4,no data,1433,1,M,,3,3, sales executive ,3,Married,8339.32,21682.23,2,,13,3.0,1,,3,,2,3.0,1,0,0,1992,,no data,Yes
1433,31,No,travel_rarely,290.04,no data,4,3,technical degree,1434,4,F,,2,1, research scientist ,1,Divorced,,6090.75,1,,13,3.0,3,Part Time,1,,2,3.0,1,0,0,1994,28111.13,no data,Yes
